Customer_Id,First_Name,Last_Name,Middle_Name,Age,Audio_Id,Audio_Name,Product_Id,Product_Name,Music_App,App_Id,Video_Id,Music_Label
CUS01826,Julia,Akins,Charity,14,AUS026,Mr.Morale,P3,Iphone,Amazon music,MA1,,T-Series
CUS01827,Tea,Al-Sabahi,Mackezie,17,AUS027,Rich Spirit,P3,Iphone,Amazon music,MA1,,Virgin Records
CUS01828,Qais,Al-Sabahi,,16,AUS028,Mirror,P3,Iphone,Apple music,MA3,,Warner music group
CUS01829,Parsa,Alaeddini,,15,AUS029,Purple Hearts,P2,Macbook,Apple music,MA3,,Warner music group
CUS01830,Carolina,Alaniz,,14,AUS030,Trap Queen,P2,Macbook,Apple music,MA3,,Warner music group
CUS01831,Aryanna,Albarran,,17,AUS031,Rockstar,P2,Macbook,Spotify,MA2,,Sony Music
CUS01832,Micah,Albonico,,13,AUS032,Mercy,P2,Macbook,Spotify,MA2,,Sony Music
CUS01833,Anyssa,Alcantar,Jade,16,AUS033,Closer,P3,Iphone,Spotify,MA2,,Sony Music
CUS01834,Alexa,Alcon,,15,AUS034,Shallow,P3,Iphone,Amazon music,MA1,,Warner music group
CUS01835,Gracie,Aldama,,14,AUS035,Silent Hill,P3,Iphone,Amazon music,MA1,,Warner music group
CUS01836,Tristan,Alderman,Reece,17,AUS036,Crown,P3,Iphone,Amazon music,MA1,,Warner music group
CUS01837,Jim,Aldridge,Ashton,15,AUS037,The Foundation of Decay,P3,Iphone,Apple music,MA3,,T-Series
CUS01838,Zackry,Aldridge,,15,AUS038,The Heart Part5,P3,Iphone,Apple music,MA3,,Virgin Records
CUS01839,Ricky,Aleman,,17,AUS039,Rich,P1,Ipad,Apple music,MA3,,T-Series
CUS01840,Daniel,Alexander,James,17,AUS040,Perfact,P1,Ipad,Spotify,MA2,,Sony Music
CUS01841,Zachary,Alexander,,17,AUS041,"I hate u, I love u",P1,Ipad,Spotify,MA2,,Sony Music
CUS01842,Olivia,Alexander,Ashleigh,16,AUS042,Formation,P1,Ipad,Spotify,MA2,,Sony Music
CUS01843,Mirabella,Alexander,Rose,16,AUS043,One Dance,P2,Macbook,Amazon music,MA1,,Virgin Records
CUS01844,Kyree,Alexander,,15,AUS044,Panda,P2,Macbook,Amazon music,MA1,,Virgin Records
CUS01845,Sonny,Alfieri,Danielle,14,AUS045,Steff,P2,Macbook,Amazon music,MA1,,Virgin Records
CUS01846,Cathon,Alford,Luciano,14,AUS046,Jiggle Jiggle,P3,Iphone,Apple music,MA3,,Virgin Records
CUS01847,Sam,Alimentato,,15,AUS047,Me Porto Bonito,P3,Iphone,Apple music,MA3,,T-Series
CUS01848,Lilly,Alldredge,,16,AUS048,Cooped Up,P3,Iphone,Apple music,MA3,,Virgin Records
CUS01849,Bradley,Allen,Jayde,17,AUS049,Astral Step,P3,Iphone,Apple music,MA3,,Virgin Records
CUS01850,Angel,Allen,Christopher Conley,17,AUS050,Andrea,P3,Iphone,Apple music,MA3,,T-Series
